rera_ids,bhk_type,bhk_count,mean_carpet_area,far,number_of_towers,total_unit_count,cost_of_land_inr,district,latitude,longitude,project_name,project_start_date,project_type,taluk,total_area_of_land_sqm,total_covered_area_sqm,total_open_area_sqm,total_project_cost_inr,area,product_type,avg_price,airport_distance_kms,ksr_jn_distance_kms,yeshwantpur_jn_distance_kms,nearest_metro_dist_kms,nearest_metro_station,nearest_major_road_dist_kms,nearest_major_road,bhk_unit_portion,total_carpet_area
PRM/KA/RERA/1251/446/PR/040125/007346,3.0,82.0,97.15218292682927,2.998,2.0,208,95596875,Bengaluru Urban,13.051156,77.761774,SBR MAGNUS,2024-10-15,Residential/Group Housing,Bengaluru East,8144,1959,6185,1002309470,Old Madras Road,Apartment,8.9,17.31301661941692,22.344533740993388,24.830641578353458,6.144426060864024,Whitefield (Kadugodi),6.224386661931313,Old Madras Road,0.3942307692307692,7966.479
PRM/KA/RERA/1251/310/PR/020823/006105,3.0,28.0,96.62464285714285,2.0,1.0,56,109706360,Bengaluru Urban,12.9069823,77.552059,USR SUSOWDHA,2023-01-01,Residential/Group Housing,Bengaluru South,3028,1567,1461,244206562,Anjanapura,Apartment,7.0,36.27271511303597,7.96279412509756,13.607462250929407,2.2871492799810187,Jaya Prakash Nagar,1.7260067087463185,Kaderanahali Underpass,0.5,2705.49
PRM/KA/RERA/1250/303/PR/300125/007458,3.0,355.0,105.2732676056338,2.0824000000000003,6.0,463,483072408,Bengaluru Rural,13.187972319504938,77.6675248146057,BIRLA TRIMAYA PHASE-3,2025-04-14,Residential/Group Housing,Devanahalli,26497,6874,19623,5860176686,Devanahalli,Apartment,10.0,4.3443713845295155,25.641483559777768,22.8062907408625,20.835486103294937,Krishnarajapura,8.839431636566903,Bellary Road,0.7667386609071274,37372.01
PRM/KA/RERA/1251/309/PR/180823/006187,3.0,118.0,82.02974576271187,2.5532500000000002,2.0,264,61833101,Bengaluru Urban,13.1558002,77.6816778,Provident Ecopolitan Phase 1,2023-08-01,Residential/Group Housing,Bengaluru North,11044,1258,9786,1691469383,Bagalur,Apartment,11.95,5.368229075490594,23.205870848123983,21.311834938383363,17.252628125355287,Krishnarajapura,8.069029872695076,Bellary Road,0.44696969696969696,9679.51
PRM/KA/RERA/1251/308/PR/230522/004901,3.0,1080.0,108.50751851851851,2.749,6.0,1104,3752096000,Bengaluru Urban,12.8775383,77.7653598,Meridian Park Phase II @ The Prestige City,2022-09-15,Residential/Group Housing,Anekal,329281,52540,276741,10192082609,Sarjapur,Apartment,8.901250000000001,36.0161726433942,23.841043098802913,30.163816242595487,11.810771827524352,Nallurahalli,10.368539683490852,Outer Ring Road Underpass,0.9782608695652174,117188.12
PRM/KA/RERA/1251/310/PR/220623/006003,3.0,8.0,109.16,1.74,1.0,32,76593750,Bengaluru Urban,12.88166601,77.59053358,Park South,2022-11-01,Residential/Group Housing,Bengaluru South,1834,828,1006,251993750,JP Nagar,Apartment,10.639568965517242,37.170433894894444,10.740422531130086,17.38455755223723,2.7278322534157335,Yelachenahalli,2.731850358227552,Outer Ring Road,0.25,873.28
PRM/KA/RERA/1251/308/PR/051224/007269,3.5,170.0,125.0,2.249,4.0,456,615803282,Bengaluru Urban,12.895412,77.770728,VENTARA RESIDENCES,2024-11-30,Residential/Group Housing,Anekal,33184,8030,25154,5938132000,Chambenahalli,Apartment,8.901250000000001,34.186369640963875,23.53482762536621,29.61701967911348,10.271359221678516,Nallurahalli,9.687067006684714,Outer Ring Road Underpass,0.37280701754385964,21250.0
PRM/KA/RERA/1251/309/PR/050325/007545,3.5,62.0,118.40064516129033,2.99,5.0,1017,474960278,Bengaluru Urban,12.914917,77.7365,ABHEE AARIA,2025-02-07,Residential/Group Housing,Bengaluru North,49321,5321,44000,7913857672,Varthur,Apartment,10.04,31.477568034100535,19.285891856579433,25.321188089255063,6.943849112187245,Nallurahalli,5.316494917481506,Outer Ring Road Underpass,0.06096361848574238,7340.84
PRM/KA/RERA/1251/308/PR/100125/007377,3.5,128.0,129.65578125,0.54,6.0,796,3396784061,Bengaluru Urban,12.87807,77.75428,Nambiar District 25 Phase 1,2025-01-25,Residential/Group Housing,Anekal,35471,4503,30968,12233520669,Dommasandra,Apartment,12.0,35.763740458657274,22.751983955351953,29.137192223078483,11.361852018842995,Nallurahalli,9.430556777654536,Outer Ring Road Underpass,0.16080402010050251,16595.94
PRM/KA/RERA/1251/446/PR/301024/007191,3.5,1.0,103.56,2.25,2.0,90,156494000,Bengaluru Urban,12.972537,77.766393,JAGADHABI PREMIER 1,2024-07-25,Residential/Group Housing,Bengaluru East,3743,2152,1590,570662205,Nagondanahalli,Apartment,10.5,25.76983113805323,21.280244767481385,25.965396264016103,2.1327347474979628,Hopefarm Channasandra,7.152027204076446,Outer Ring Road,0.011111111111111112,103.56
PRM/KA/RERA/1251/310/PR/180924/007043,3.5,9.0,170.01,3.14,1.0,42,321436943,Bengaluru Urban,12.905011100815129,77.60127291083336,NAVIN'S ANTHEIA POETRY,2024-07-04,Residential/Group Housing,Bengaluru South,3196,747,2449,919859668,JP Nagar,Apartment,17.63,34.34664746840488,8.613673302074247,15.508725410591198,2.9080712001615163,Rashtreeya Vidyalaya Road,0.26233822804090384,Outer Ring Road,0.21428571428571427,1530.09
PRM/KA/RERA/1251/446/PR/120922/005238,3.5,30.0,122.0,3.8434,4.0,447,545100000,Bengaluru Urban,13.014163768824783,77.76216019448823,SBR MINARA,2022-08-04,Mixed Development,Bengaluru East,15174,6058,9116,2470100000,Whitefield,Apartment,10.55,21.21034518238245,21.222923721926744,24.80196746758293,2.0885013792420666,Whitefield (Kadugodi),5.460767985913273,Old Madras Road,0.06711409395973154,3660.0
PRM/KA/RERA/1251/446/PR/200123/005644,3.5,48.0,140.4,3.0,2.0,284,137025840,Bengaluru Urban,13.031018193580003,77.7607932745601,Ruchira Park East,2023-01-04,Residential/Group Housing,Bengaluru East,16895,2415,14480,2155665761,Kannamangala - Whitefield Hoskote Road,Apartment,10.3,19.38492466771586,21.521280862482726,24.60200432851037,3.914716913995222,Whitefield (Kadugodi),5.319982256297306,Old Madras Road,0.16901408450704225,6739.200000000001
PRM/KA/RERA/1251/446/PR/290224/006660,3.5,32.0,115.49,2.16,2.0,306,2764444872,Bengaluru Urban,12.9546212,77.7426543,Prestige Somerville,2024-04-01,Residential/Group Housing,Bengaluru East,26658,4027,22632,6548563096,Whitefield,Apartment,14.99,27.201459882331598,18.85922740502747,24.074428113800618,3.106687265750396,Nallurahalli,4.604614183088991,Marathahalli Underpass,0.10457516339869281,3695.68
PRM/KA/RERA/1251/446/PR/030922/005212,3.5,31.0,142.39806451612904,1.73,1.0,33,148670485,Bengaluru Urban,12.92759167,77.69517222,Sobha Insignia,2023-01-01,Residential/Group Housing,Bengaluru East,3946,827,3119,762385229,Koramangala,Apartment,21.5,29.92883096485913,14.597948213897618,20.757836006026913,5.95763953788096,Kundalahalli,0.9396962910255904,Outer Ring Road,0.9393939393939394,4414.34
PRM/KA/RERA/1251/310/PR/220223/005735,3.5,24.0,129.11166666666665,2.79,2.0,172,303726959,Bengaluru Urban,12.903291118568887,77.64610885898439,SOULSPRING PHASE 1,2023-02-01,Residential/Group Housing,Bengaluru South,13142,3597,9545,1761392725,HSR Layout,Apartment,15.13,33.2402634062572,11.559523807495689,18.451152337498975,7.418932556669462,Rashtreeya Vidyalaya Road,1.3991476299752152,Hosur Road,0.13953488372093023,3098.6799999999994
PRM/KA/RERA/1251/310/PR/221024/007161,3.5,68.0,128.65,2.5,4.0,272,650080000,Bengaluru Urban,12.866476549450654,77.56494521419374,NCC Urban Lake Springs,2024-07-01,Residential/Group Housing,Bengaluru South,17844,5418,12426,2021385774,JP Nagar,Apartment,10.45,39.742473725556906,12.207838587768412,18.25820073764942,2.4062468573454687,Doddakallasandra,2.00875815545466,NICE Peripheral Ring Road,0.25,8748.2
PRM/KA/RERA/1251/310/PR/220324/006728,3.5,25.0,125.18,2.24,2.0,232,72200771,Bengaluru Urban,12.872198359959722,77.60817844072999,Azur,2024-06-01,Residential/Group Housing,Bengaluru South,4267,1652,2615,2874487002,Hulimavu,Apartment,12.64,37.57163347856829,12.269992255032664,19.093211532669322,4.901586383316753,Yelachenahalli,2.891764964533532,NICE Peripheral Ring Road,0.10775862068965517,3129.5
PRM/KA/RERA/1251/309/PR/131023/006321,3.5,167.0,113.68868263473055,2.62,3.0,437,748471320,Bengaluru Urban,13.0496,77.62581,Mirabelle,2023-11-01,Residential/Group Housing,Bengaluru North,7736,2003,5733,3927561678,Thanisandra,Apartment,20.6,18.583574043208927,10.065002419083042,10.223324319495807,7.118280809845861,Baiyappanahalli,0.9779093680810773,Nagawara Flyover,0.38215102974828374,18986.010000000002
PRM/KA/RERA/1251/309/PR/171123/006418,3.5,36.0,109.07,2.99,3.0,876,498873000,Bengaluru Urban,13.0793339,77.64210179999999,Nikoo Homes V - Phase - 1,2023-11-15,Residential/Group Housing,Bengaluru North,16630,6998,9362,7233199844,Kannuru,Apartment,11.285588235294117,14.849597085211808,13.768984829073283,12.994268361893722,9.597176473789785,Krishnarajapura,4.72157130813371,Nagawara Flyover,0.0410958904109589,3926.5199999999995
PRM/KA/RERA/1251/309/PR/271123/006444,3.5,72.0,112.32,2.99,2.0,568,367349407,Bengaluru Urban,13.0793339,77.64210179999999,Nikoo Homes V - Phase - 2,2024-10-01,Residential/Group Housing,Bengaluru North,12246,3507,8739,5322978918,Kannuru,Apartment,11.285588235294117,14.849597085211808,13.768984829073283,12.994268361893722,9.597176473789785,Krishnarajapura,4.72157130813371,Nagawara Flyover,0.1267605633802817,8087.039999999999
PRM/KA/RERA/1251/310/PR/051224/007268,4.0,4.0,191.97,2.49,1.0,126,257331000,Bengaluru Urban,12.863012,77.770414,SUYUG THE 1,2024-10-01,Residential/Group Housing,Bengaluru South,8802,1870,6932,1241171148,Sarjapur,Apartment,9.0,37.6959843259063,25.095495685722273,31.528720629703454,13.506856491703347,Nallurahalli,11.878440945712358,Outer Ring Road Underpass,0.031746031746031744,767.88
PRM/KA/RERA/1251/308/PR/210524/006935,4.0,84.0,149.035,1.56,1.0,166,16500000,Bengaluru Urban,12.837776232786323,77.66780221097567,Ayatana Residences E-City,2024-07-01,Residential/Group Housing,Anekal,8907,675,8232,1423768000,Electronic City,Apartment,13.43,40.05899626491173,18.659459298790555,25.630953046275323,12.408801130505358,Yelachenahalli,2.5804449739071815,Hosur Road,0.5060240963855421,12518.94
PRM/KA/RERA/1251/310/PR/121124/007226,4.0,11.0,124.82999999999998,2.75,6.0,335,342836556,Bengaluru Urban,12.860241,77.52289,VANSHIKA'S NATURE'S HARMONY,2024-11-01,Residential/Group Housing,Bengaluru South,17097,5136,11961,1896381624,Kanakapura Road,Apartment,8.53,42.32298684795152,13.873123966898518,18.67557176892989,0.784303999462476,Silk Institute,0.08154688562758472,NICE Peripheral Ring Road,0.03283582089552239,1373.1299999999999
PRM/KA/RERA/1250/303/PR/080525/007730,4.0,170.0,139.01964705882352,2.499,16.0,1077,972000000,Bengaluru Rural,13.206808726361915,77.65977815803362,Sattva Vasanta Skye,2025-05-01,Residential/Group Housing,Devanahalli,64041,12814,51227,8070400000,Devanahalli,Apartment,11.06,5.138202722686919,27.24383674495507,23.96402767828861,22.97241080516701,Krishnarajapura,10.02470524511096,Bellary Road,0.15784586815227483,23633.34
PRM/KA/RERA/1251/446/PR/200224/006641,4.0,58.0,138.78655172413792,3.0,3.0,379,511024140,Bengaluru Urban,13.017146,77.762329,PAVANI MIRABILIA PHASE-II,2024-01-05,Residential/Group Housing,Bengaluru East,18550,21255,33022,4780386825,Whitefield,Apartment,9.5,20.899675485225607,21.307597014191835,24.800901111018394,2.4150529960048237,Whitefield (Kadugodi),5.434047143874527,Old Madras Road,0.15303430079155672,8049.62
PRM/KA/RERA/1251/446/PR/201222/005546,4.0,76.0,146.228168,0.5165,1.0,399,791365262,Bengaluru Urban,12.88613,77.7038,63 Degree East - Tower E,2023-01-01,Residential/Group Housing,Bengaluru East,21681,4884,16797,3692601303,Sarjapur Road,Apartment,11.118456790123457,34.49244487621133,17.614178562399534,24.2530586612631,10.19878776236517,Kundalahalli,5.285258489280864,Outer Ring Road,0.19047619047619047,11113.340768
PRM/KA/RERA/1251/446/PR/160523/005939,4.0,14.0,124.04428571428572,1.75,3.0,256,178100000,Bengaluru Urban,12.9370724,77.7025369,SREE URBAN ORCHIDS PHASE-II,2023-03-03,Residential/Group Housing,Bengaluru East,14660,8065,6596,985500000,Panathur,Apartment,8.25,28.85852074355604,15.002972855564513,20.906778116312637,4.700293208051648,Kundalahalli,0.8181522724088156,Outer Ring Road Underpass,0.0546875,1736.6200000000001
PRM/KA/RERA/1250/304/PR/071022/005305,4.0,33.0,190.70030303030302,0.951,3.0,35,25000000,Bengaluru Rural,13.00777,77.787696,ENCORE IN THE SHIRE,2021-01-01,Residential/Group Housing,Hosakote,8599,3373,5226,194458000,Whitefield,Villa,7.97,22.811222358487203,23.83404485186942,27.617375937599377,3.4906306820946065,Whitefield (Kadugodi),8.376979631791766,Old Madras Road,0.9428571428571428,6293.11
PRM/KA/RERA/1251/310/PR/041023/006307,4.0,28.0,143.51000000000002,2.25,1.0,218,98359190,Bengaluru Urban,12.901501,77.645712,CASAGRAND FLAMINGO,2023-10-01,Residential/Group Housing,Bengaluru South,14264,2837,11024,1419612950,HSR Layout,Apartment,10.639568965517242,33.44290526625929,11.669289299582827,18.572421763441515,7.433504309796441,Rashtreeya Vidyalaya Road,1.2570146414570464,Hosur Road,0.12844036697247707,4018.2800000000007
PRM/KA/RERA/1251/308/PR/051224/007269,4.0,58.0,153.0,2.249,4.0,456,615803282,Bengaluru Urban,12.895412,77.770728,VENTARA RESIDENCES,2024-11-30,Residential/Group Housing,Anekal,33184,8030,25154,5938132000,Chambenahalli,Apartment,8.901250000000001,34.186369640963875,23.53482762536621,29.61701967911348,10.271359221678516,Nallurahalli,9.687067006684714,Outer Ring Road Underpass,0.12719298245614036,8874.0
PRM/KA/RERA/1251/309/PR/070325/007559,4.0,112.0,170.80107142857145,3.23,12.0,1124,10375967940,Bengaluru Urban,13.0963417,77.59289919999999,Brigade Eternia,2025-03-17,Residential/Group Housing,Bengaluru North,49622,12705,36917,19948026580,Yelahanka,Apartment,13.5,16.65545987731864,13.461133421437621,9.839037779148532,9.334325049777762,Yeshwantpur,0.5394682984497815,Bellary Road,0.099644128113879,19129.72
PRM/KA/RERA/1251/309/PR/030623/005968,4.0,12.0,125.09234166666666,2.5,1.0,101,22819193,Bengaluru Urban,13.07675,77.60486111,RR WISH TALES,2023-03-01,Residential/Group Housing,Bengaluru North,4957,2273,2684,430621608,Jakkur,Apartment,11.285588235294117,17.338046335328546,11.686257201681354,9.344958871671505,8.401012034830364,Yeshwantpur,1.3194800793688701,Hebbal Service Road towards Bengaluru,0.1188118811881188,1501.1081
PRM/KA/RERA/1251/446/PR/200923/006269,4.0,151.0,150.03359860728477,2.99,6.0,604,1460175786,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 1 - W 14, 15, 16, 17, 18 &19",2023-10-01,Residential/Group Housing,Bengaluru East,21443,4599,16845,7012836389,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.25,22655.0733897
PRM/KA/RERA/1251/446/PR/220923/006282,4.0,152.0,150.0353517368421,2.99,4.0,376,1227430368,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 3 - W 1, 2, 10 & 11",2023-10-01,Residential/Group Housing,Bengaluru East,36283,3717,32565,5894534839,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.40425531914893614,22805.373464
PRM/KA/RERA/1251/446/PR/220923/006283,4.0,152.0,150.0353517368421,2.99,4.0,376,1227430368,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 4 - 3, 4, 8 & 9",2024-04-01,Residential/Group Housing,Bengaluru East,20288,3717,16570,5895030797,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.40425531914893614,22805.373464
PRM/KA/RERA/1251/309/PR/180524/006894,4.0,24.0,191.92999999999998,3.25,6.0,379,1249944092,Bengaluru Urban,13.1103641,77.6067077,Brigade Insignia,2024-05-24,Residential/Group Housing,Bengaluru North,23801,11232,12569,5151867935,Yelahanka,Apartment,21.39,14.504193499099223,15.305585577632481,11.991850632052234,11.438381265907799,Yeshwantpur,0.2331577195961028,Bellary Road,0.0633245382585752,4606.32
PRM/KA/RERA/1251/308/PR/100125/007377,4.0,132.0,149.13,0.54,6.0,796,3396784061,Bengaluru Urban,12.87807,77.75428,Nambiar District 25 Phase 1,2025-01-25,Residential/Group Housing,Anekal,35471,4503,30968,12233520669,Dommasandra,Apartment,12.0,35.763740458657274,22.751983955351953,29.137192223078483,11.361852018842995,Nallurahalli,9.430556777654536,Outer Ring Road Underpass,0.1658291457286432,19685.16
PRM/KA/RERA/1251/308/PR/120123/005613,4.0,23.0,130.28,0.83,1.0,662,1562517450,Bengaluru Urban,12.804859864618368,77.69967913627625,Cielo at Brigade Valencia,2023-02-01,Residential/Group Housing,Anekal,32229,4159,28070,4309462359,Bommasandra,Apartment,10.15,43.48815921543338,23.63417396922317,30.602154893203657,17.307764134331972,Yelachenahalli,7.474499501402385,Hosur Road,0.03474320241691843,2996.44
PRM/KA/RERA/1251/310/PR/210325/007603,4.0,201.0,153.6013930348259,2.49,14.0,2130,5968313078,Bengaluru Urban,12.8741008,77.62312969999999,Prestige Southern Star,2025-04-01,Residential/Group Housing,Bengaluru South,119852,54536,65316,26559395280,Akshayanagar,Apartment,11.4,36.94066732342887,12.716172444259048,19.648245149045852,6.244862566945583,Yelachenahalli,2.4538362005375562,Hosur Road,0.09436619718309859,30873.880000000005
PRM/KA/RERA/1251/472/PR/080525/007728,4.0,90.0,182.29199999999997,3.0,4.0,456,3543753837,Bengaluru Urban,13.1225,77.634,Assetz Zen & Sato,2025-05-15,Residential/Group Housing,Yelahanka,27927,6185,21742,7636702779,Sathnur,Apartment,13.43,11.446540219237706,17.547425868742888,15.010137679111123,14.274459929734832,Yeshwantpur,2.313017371676064,Bellary Road,0.19736842105263158,16406.28
PRM/KA/RERA/1251/472/PR/250322/004785,4.0,27.0,175.25,1.23,5.0,114,304652538,Bengaluru Urban,13.07032,77.6141,Assetz Soho & Sky,2022-04-01,Residential/Group Housing,Yelahanka,18266,3942,14324,1533068531,Jakkur,Apartment,11.72,17.296060733558733,11.395010782632612,9.832634159319893,8.69616115673378,Yeshwantpur,2.3377661564898657,Bellary Road,0.23684210526315788,4731.75
PRM/KA/RERA/1251/310/PR/071022/005307,4.0,8.0,185.25625,2.3141454545454545,1.0,44,493503675,Bengaluru Urban,12.900326736514016,77.64709521454162,Purva Meraki,2022-10-31,Residential/Group Housing,Bengaluru South,4147,962,3185,1139814384,HSR Layout,Apartment,14.71,33.5412474913462,11.867180762004736,18.768836791844574,7.615702264381987,Rashtreeya Vidyalaya Road,1.3197611088299543,Hosur Road,0.18181818181818182,1482.05
PRM/KA/RERA/1251/446/PR/091123/006409,4.0,56.0,126.09,1.207,2.0,228,240000000,Bengaluru Urban,12.8882,77.716003,MANA DALE,2023-12-01,Residential/Group Housing,Bengaluru East,28227,1536,26691,2870000000,Sarjapur Road,Apartment,8.9,34.27853609583761,18.596791366639742,25.1312158803819,9.831550144300994,Nallurahalli,5.767589182779401,Outer Ring Road,0.24561403508771928,7061.04
PRM/KA/RERA/1251/446/PR/181223/006500,4.0,41.0,187.39536585365855,2.25,2.0,78,30000000,Bengaluru Urban,12.8922956,77.7185399,MANA JARDIN NEO,2024-01-02,Residential/Group Housing,Bengaluru East,9611,1346,8265,1680000000,Kodathi,Apartment,12.36,33.83533705287363,18.599740320928444,25.07266946044626,9.356467754043324,Nallurahalli,5.585128733795761,Outer Ring Road,0.5256410256410257,7683.21
PRM/KA/RERA/1251/446/PR/020822/005125,4.0,140.0,151.57292857142858,2.39027375,3.0,312,327497800,Bengaluru Urban,13.00611101826106,77.7638246585983,Around The Life,2022-06-18,Residential/Group Housing,Bengaluru East,18918,4091,14827,1733497800,Whitefield,Apartment,10.0,22.115847571873744,21.24582775510454,25.055669652774867,1.3122566797733175,Whitefield (Kadugodi),5.854096049339603,Old Madras Road,0.44871794871794873,21220.21
PRM/KA/RERA/1251/310/PR/180924/007043,4.0,10.0,206.17200000000003,3.14,1.0,42,321436943,Bengaluru Urban,12.905011100815129,77.60127291083336,NAVIN'S ANTHEIA POETRY,2024-07-04,Residential/Group Housing,Bengaluru South,3196,747,2449,919859668,JP Nagar,Apartment,17.63,34.34664746840488,8.613673302074247,15.508725410591198,2.9080712001615163,Rashtreeya Vidyalaya Road,0.26233822804090384,Outer Ring Road,0.23809523809523808,2061.7200000000003
PRM/KA/RERA/1251/446/PR/130122/004638,4.0,4.0,275.2025,3.25,1.0,162,117500000,Bengaluru Urban,13.044246,77.746037,ALCHEMY ONE,2021-11-01,Residential/Group Housing,Bengaluru East,5564,1100,4464,855600000,Budigere Cross,Apartment,9.88,17.53654951581975,20.476230916790882,23.063632735878528,5.519328608355905,Whitefield (Kadugodi),4.338148973915932,Old Madras Road,0.024691358024691357,1100.81
PRM/KA/RERA/1251/446/PR/051024/007125,4.0,48.0,117.27362816666665,3.18,4.0,405,1335983994,Bengaluru Urban,12.98535765887552,77.75078040700681,SUMADHURA CAPITOL RESIDENCES,2024-08-10,Residential/Group Housing,Bengaluru East,16592,3653,12939,5354945631,Whitefield,Apartment,14.5,24.00349781216064,19.60427002307969,24.00057017427002,0.3946857215457005,Hopefarm Channasandra,5.762517225349203,Outer Ring Road,0.11851851851851852,5629.134152
PRM/KA/RERA/1251/309/PR/051024/007131,4.0,22.0,135.63838,2.25,2.0,242,47000000,Bengaluru Urban,13.115247925859514,77.60701367857382,SLV GOLDEN TOWERS,2024-07-01,Residential/Group Housing,Bengaluru North,12646,3133,9513,1025200000,Yelahanka,Apartment,12.0,14.123777415854104,15.836513656028842,12.425075174959755,11.914285830494856,Yeshwantpur,0.011053766145941345,Bellary Road,0.09090909090909091,2984.0443600000003
PRM/KA/RERA/1251/446/PR/180723/006075,4.0,92.0,138.425,2.25,2.0,272,181581200,Bengaluru Urban,13.02959428962626,77.75215517263032,SARANG BY SUMADHURA PHASE-I,2023-07-01,Residential/Group Housing,Bengaluru East,13537,3058,10479,2380153697,Whitefield,Apartment,10.275,19.27238357958868,20.577829381501132,23.663951842156703,3.7973825383388258,Whitefield (Kadugodi),4.3484089619390245,Old Madras Road,0.3382352941176471,12735.1
PRM/KA/RERA/1251/446/PR/190924/007044,4.0,22.0,122.07,2.5,3.0,262,773560823,Bengaluru Urban,13.01435118487214,77.68819711942342,SUMADHURA EPITOME-I,2024-08-10,Residential/Group Housing,Bengaluru East,15169,2901,12268,3222652106,Thanisandra,Apartment,11.31,20.400926311626257,13.45144101691606,16.801750972928183,1.9644889616591001,Krishnarajapura,0.7650903004188143,Old Madras Road,0.08396946564885496,2685.54
PRM/KA/RERA/1251/308/PR/210122/004648,4.0,31.0,145.07,2.7458,1.0,261,391754106,Bengaluru Urban,12.78687,77.74449,"Sobha Brooklyn Towers - Town Park Phase 2, W2",2021-12-01,Residential/Group Housing,Anekal,5977,1959,4018,1363318212,Yadavanahalli,Apartment,12.81,45.660782013271664,28.257117652828708,35.17914455856122,21.10180849970437,Nallurahalli,12.31631978182294,Hosur Road,0.11877394636015326,4497.17
PRM/KA/RERA/1251/308/PR/270922/005267,4.0,31.0,145.07,2.7458,1.0,99,392498792,Bengaluru Urban,12.78687,77.74449,"Sobha Brooklyn Towers - Town Park Phase 1, W1",2023-04-01,Residential/Group Housing,Anekal,7385,1959,5426,1365909748,Yadavanahalli,Apartment,12.81,45.660782013271664,28.257117652828708,35.17914455856122,21.10180849970437,Nallurahalli,12.31631978182294,Hosur Road,0.31313131313131315,4497.17
PRM/KA/RERA/1251/308/PR/270922/005268,4.0,31.0,145.07,2.7458,1.0,99,618649348,Bengaluru Urban,12.78687,77.74449,"Sobha Brooklyn Towers - Town Park Phase 3, W5",2024-10-01,Residential/Group Housing,Anekal,7385,1959,5426,2152921720,Yadavanahalli,Apartment,12.81,45.660782013271664,28.257117652828708,35.17914455856122,21.10180849970437,Nallurahalli,12.31631978182294,Hosur Road,0.31313131313131315,4497.17
PRM/KA/RERA/1251/308/PR/270922/005269,4.0,31.0,145.07,2.7458,1.0,99,444736306,Bengaluru Urban,12.78687,77.74449,"Sobha Brooklyn Towers - Town Park Phase 4, W4",2024-10-01,Residential/Group Housing,Anekal,7385,1959,5426,1547698152,Yadavanahalli,Apartment,12.81,45.660782013271664,28.257117652828708,35.17914455856122,21.10180849970437,Nallurahalli,12.31631978182294,Hosur Road,0.31313131313131315,4497.17
PRM/KA/RERA/1251/310/PR/220124/006569,4.0,54.0,153.1172222222222,2.3141454545454545,1.0,182,973588800,Bengaluru Urban,12.964129,77.560077,Parkwest - Sequoia - Tower 11,2024-04-01,Residential/Group Housing,Bengaluru South,11320,1185,10135,3290848675,Jagajeevanram Nagar,Apartment,13.58,30.336962675944466,1.7788753285759742,7.683299570840538,1.3719466478041977,Magadi Road,0.2854553011792464,"['BGS Flyover', 'Bala Gangadhara Swamy Flyover']",0.2967032967032967,8268.33
PRM/KA/RERA/1251/308/PR/170325/007589,4.0,11.0,179.09636363636363,2.25,3.0,317,67448018,Bengaluru Urban,12.884562566680485,77.76673436164856,Cynosure Sunny Groves,2025-02-15,Residential/Group Housing,Anekal,19171,3988,15183,1111200000,Sarjapur Road,Apartment,9.0,35.279125810288754,23.627816204291776,29.86572847212273,11.153053714814087,Nallurahalli,9.993991825520013,Outer Ring Road Underpass,0.03470031545741325,1970.06
PRM/KA/RERA/1251/472/PR/251024/007176,4.0,40.0,126.71,3.0,4.0,410,995550000,Bengaluru Urban,13.09774919335909,77.63609410267543,RANKA ANKURA,2024-10-01,Residential/Group Housing,Yelahanka,19119,3507,15612,3282249300,Thanisandra,Apartment,9.77,13.442536698936491,15.174663492290257,13.452208172066733,11.726618984794923,Krishnarajapura,3.7428488209788053,Bellary Road,0.0975609756097561,5068.4
PRM/KA/RERA/1251/308/PR/050924/006996,4.0,119.0,159.6253781512605,2.0950285714285717,6.0,702,2288800000,Bengaluru Urban,12.892282,77.7492091,DSR THE ADDRESS,2024-07-25,Residential/Group Housing,Anekal,55341,3922,51419,6866300000,Sarjapur,Apartment,10.08,34.12960916459402,21.543507182093016,27.80317783616841,9.698697850708836,Nallurahalli,7.941980223138435,Outer Ring Road Underpass,0.16951566951566951,18995.42
PRM/KA/RERA/1251/446/PR/170524/006882,4.0,77.0,156.79545454545453,3.247,13.0,2168,3905090255,Bengaluru Urban,13.04825455763293,77.75192499329425,Godrej Woodscapes,2024-01-31,Residential/Group Housing,Bengaluru East,45352,10200,35151,23582600000,Konadasapura,Apartment,10.11,17.278865500778828,21.233363676981174,23.736679158376102,5.846045415808688,Whitefield (Kadugodi),5.128796740218672,Old Madras Road,0.03551660516605166,12073.249999999998
PRM/KA/RERA/1251/310/PR/150622/004987,4.0,54.0,137.58888888888887,2.5,9.0,594,732310800,Bengaluru Urban,12.857381,77.61446,SNN RAJ SERENITY,2022-05-02,Residential/Group Housing,Bengaluru South,28145,20235,7910,4078631774,Akshayanagar,Apartment,9.5,38.96682084879303,14.04322179031773,20.86723641505907,6.439100988881825,Yelachenahalli,2.5333465400271646,NICE Peripheral Ring Road,0.09090909090909091,7429.799999999999
